"Label (Grouping)","Total"
"    ZCTA5 02113","7,126"
"ZCTA5 02114",""
"    ZCTA5 02114","14,469"
"ZCTA5 02115",""
"    ZCTA5 02115","31,604"
"ZCTA5 02116",""
"    ZCTA5 02116","23,408"
"ZCTA5 02118",""
"    ZCTA5 02118","29,073"
"ZCTA5 02119",""
"    ZCTA5 02119","29,175"
"ZCTA5 02120",""
"    ZCTA5 02120","17,578"
"ZCTA5 02121",""
"    ZCTA5 02121","28,766"
"ZCTA5 02122",""
"    ZCTA5 02122","24,385"
"ZCTA5 02124",""
"    ZCTA5 02124","50,972"
"ZCTA5 02125",""
"    ZCTA5 02125","34,926"
"ZCTA5 02126",""
"    ZCTA5 02126","22,734"
"ZCTA5 02127",""
"    ZCTA5 02127","37,939"
"ZCTA5 02128",""
"    ZCTA5 02128","43,066"
"ZCTA5 02129",""
"    ZCTA5 02129","19,120"
"ZCTA5 02130",""
"    ZCTA5 02130","38,284"
"ZCTA5 02131",""
"    ZCTA5 02131","30,544"
"ZCTA5 02132",""
"    ZCTA5 02132","27,111"
"ZCTA5 02133",""
"    ZCTA5 02133","56"
"ZCTA5 02134",""
"    ZCTA5 02134","21,707"
"ZCTA5 02135",""
"    ZCTA5 02135","47,232"
"ZCTA5 02136",""
"    ZCTA5 02136","35,102"
"ZCTA5 02138",""
"    ZCTA5 02138","37,982"
"ZCTA5 02139",""
"    ZCTA5 02139","39,525"
"ZCTA5 02140",""
"    ZCTA5 02140","21,447"
"ZCTA5 02141",""
"    ZCTA5 02141","15,130"
"ZCTA5 02142",""
"    ZCTA5 02142","4,499"
"ZCTA5 02143",""
"    ZCTA5 02143","26,022"
"ZCTA5 02144",""
"    ZCTA5 02144","25,497"
"ZCTA5 02145",""
"    ZCTA5 02145","27,520"
"ZCTA5 02148",""
"    ZCTA5 02148","66,274"
"ZCTA5 02149",""
"    ZCTA5 02149","49,075"
"ZCTA5 02150",""
"    ZCTA5 02150","40,721"
"ZCTA5 02151",""
"    ZCTA5 02151","62,252"
"ZCTA5 02152",""
"    ZCTA5 02152","19,316"
"ZCTA5 02155",""
"    ZCTA5 02155","61,483"
"ZCTA5 02163",""
"    ZCTA5 02163","1,391"
"ZCTA5 02169",""
"    ZCTA5 02169","62,140"
"ZCTA5 02170",""
"    ZCTA5 02170","19,950"
"ZCTA5 02171",""
"    ZCTA5 02171","19,539"
"ZCTA5 02176",""
"    ZCTA5 02176","29,817"
"ZCTA5 02180",""
"    ZCTA5 02180","23,244"
"ZCTA5 02184",""
"    ZCTA5 02184","39,143"
"ZCTA5 02186",""
"    ZCTA5 02186","28,637"
"ZCTA5 02188",""
"    ZCTA5 02188","15,133"
"ZCTA5 02189",""
"    ZCTA5 02189","15,123"
"ZCTA5 02190",""
"    ZCTA5 02190","18,910"
"ZCTA5 02191",""
"    ZCTA5 02191","8,271"
"ZCTA5 02199",""
"    ZCTA5 02199","1,574"
"ZCTA5 02203",""
"    ZCTA5 02203","0"
"ZCTA5 02205",""
"    ZCTA5 02205","10"
"ZCTA5 02210",""
"    ZCTA5 02210","5,808"
"ZCTA5 02215",""
"    ZCTA5 02215","26,926"
"ZCTA5 02301",""
"    ZCTA5 02301","69,418"
"ZCTA5 02302",""
"    ZCTA5 02302","36,202"
"ZCTA5 02322",""
"    ZCTA5 02322","4,777"
"ZCTA5 02324",""
"    ZCTA5 02324","25,676"
"ZCTA5 02325",""
"    ZCTA5 02325","3,025"
"ZCTA5 02330",""
"    ZCTA5 02330","11,645"
"ZCTA5 02332",""
"    ZCTA5 02332","16,090"
"ZCTA5 02333",""
"    ZCTA5 02333","14,382"
"ZCTA5 02338",""
"    ZCTA5 02338","7,749"
"ZCTA5 02339",""
"    ZCTA5 02339","14,833"
"ZCTA5 02341",""
"    ZCTA5 02341","10,367"
"ZCTA5 02343",""
"    ZCTA5 02343","11,364"
"ZCTA5 02346",""
"    ZCTA5 02346","24,245"
"ZCTA5 02347",""
"    ZCTA5 02347","11,523"
"ZCTA5 02350",""
"    ZCTA5 02350","272"
"ZCTA5 02351",""
"    ZCTA5 02351","17,085"
"ZCTA5 02356",""
"    ZCTA5 02356","12,767"
"ZCTA5 02357",""
"    ZCTA5 02357","1,906"
"ZCTA5 02359",""
"    ZCTA5 02359","18,361"
"ZCTA5 02360",""
"    ZCTA5 02360","61,134"
"ZCTA5 02364",""
"    ZCTA5 02364","13,708"
"ZCTA5 02366",""
"    ZCTA5 02366","83"
"ZCTA5 02367",""
"    ZCTA5 02367","2,930"
"ZCTA5 02368",""
"    ZCTA5 02368","35,025"
"ZCTA5 02370",""
"    ZCTA5 02370","17,803"
"ZCTA5 02375",""
"    ZCTA5 02375","10,373"
"ZCTA5 02379",""
"    ZCTA5 02379","7,697"
"ZCTA5 02382",""
"    ZCTA5 02382","15,121"
"ZCTA5 02420",""
"    ZCTA5 02420","15,502"
"ZCTA5 02421",""
"    ZCTA5 02421","18,950"
"ZCTA5 02445",""
"    ZCTA5 02445","22,499"
"ZCTA5 02446",""
"    ZCTA5 02446","31,957"
"ZCTA5 02451",""
"    ZCTA5 02451","17,953"
"ZCTA5 02452",""
"    ZCTA5 02452","15,340"
"ZCTA5 02453",""
"    ZCTA5 02453","31,854"
"ZCTA5 02457",""
"    ZCTA5 02457","1,560"
"ZCTA5 02458",""
"    ZCTA5 02458","12,817"
"ZCTA5 02459",""
"    ZCTA5 02459","19,017"
"ZCTA5 02460",""
"    ZCTA5 02460","9,204"
"ZCTA5 02461",""
"    ZCTA5 02461","7,430"
"ZCTA5 02462",""
"    ZCTA5 02462","1,569"
"ZCTA5 02464",""
"    ZCTA5 02464","3,193"
"ZCTA5 02465",""
"    ZCTA5 02465","12,415"
"ZCTA5 02466",""
"    ZCTA5 02466","8,434"
"ZCTA5 02467",""
"    ZCTA5 02467","22,626"
"ZCTA5 02468",""
"    ZCTA5 02468","5,713"
"ZCTA5 02472",""
"    ZCTA5 02472","35,392"
"ZCTA5 02474",""
"    ZCTA5 02474","28,551"
"ZCTA5 02476",""
"    ZCTA5 02476","17,757"
"ZCTA5 02478",""
"    ZCTA5 02478","27,286"
"ZCTA5 02481",""
"    ZCTA5 02481","17,280"
"ZCTA5 02482",""
"    ZCTA5 02482","10,710"
"ZCTA5 02492",""
"    ZCTA5 02492","21,359"
"ZCTA5 02493",""
"    ZCTA5 02493","11,851"
"ZCTA5 02494",""
"    ZCTA5 02494","10,732"
"ZCTA5 02532",""
"    ZCTA5 02532","13,411"
"ZCTA5 02534",""
"    ZCTA5 02534","899"
"ZCTA5 02535",""
"    ZCTA5 02535","1,651"
"ZCTA5 02536",""
"    ZCTA5 02536","19,993"
"ZCTA5 02537",""
"    ZCTA5 02537","6,178"
"ZCTA5 02538",""
"    ZCTA5 02538","4,428"
"ZCTA5 02539",""
"    ZCTA5 02539","5,168"
"ZCTA5 02540",""
"    ZCTA5 02540","8,450"
"ZCTA5 02542",""
"    ZCTA5 02542","793"
"ZCTA5 02543",""
"    ZCTA5 02543","756"
"ZCTA5 02553",""
"    ZCTA5 02553","164"
"ZCTA5 02554",""
"    ZCTA5 02554","13,517"
"ZCTA5 02556",""
"    ZCTA5 02556","3,338"
"ZCTA5 02557",""
"    ZCTA5 02557","2,372"
"ZCTA5 02558",""
"    ZCTA5 02558","2,178"
"ZCTA5 02559",""
"    ZCTA5 02559","3,388"
"ZCTA5 02561",""
"    ZCTA5 02561","712"
"ZCTA5 02562",""
"    ZCTA5 02562","3,204"
"ZCTA5 02563",""
"    ZCTA5 02563","10,070"
"ZCTA5 02564",""
"    ZCTA5 02564","703"
"ZCTA5 02568",""
"    ZCTA5 02568","8,172"
"ZCTA5 02571",""
"    ZCTA5 02571","10,858"
"ZCTA5 02575",""
"    ZCTA5 02575","3,167"
"ZCTA5 02576",""
"    ZCTA5 02576","3,957"
"ZCTA5 02584",""
"    ZCTA5 02584","35"
"ZCTA5 02601",""
"    ZCTA5 02601","16,487"
"ZCTA5 02630",""
"    ZCTA5 02630","1,956"
"ZCTA5 02631",""
"    ZCTA5 02631","10,178"
"ZCTA5 02632",""
"    ZCTA5 02632","11,475"
"ZCTA5 02633",""
"    ZCTA5 02633","4,664"
"ZCTA5 02635",""
"    ZCTA5 02635","3,632"
"ZCTA5 02637",""
"    ZCTA5 02637","267"
"ZCTA5 02638",""
"    ZCTA5 02638","2,968"
"ZCTA5 02639",""
"    ZCTA5 02639","3,238"
"ZCTA5 02641",""
"    ZCTA5 02641","332"
"ZCTA5 02642",""
"    ZCTA5 02642","5,752"
"ZCTA5 02643",""
"    ZCTA5 02643","13"
"ZCTA5 02644",""
"    ZCTA5 02644","3,954"
"ZCTA5 02645",""
"    ZCTA5 02645","10,436"
"ZCTA5 02646",""
"    ZCTA5 02646","1,926"
"ZCTA5 02647",""
"    ZCTA5 02647","136"
"ZCTA5 02648",""
"    ZCTA5 02648","7,325"
"ZCTA5 02649",""
"    ZCTA5 02649","15,060"
"ZCTA5 02650",""
"    ZCTA5 02650","829"
"ZCTA5 02652",""
"    ZCTA5 02652","1,402"
"ZCTA5 02653",""
"    ZCTA5 02653","6,307"
"ZCTA5 02655",""
"    ZCTA5 02655","3,591"
"ZCTA5 02657",""
"    ZCTA5 02657","3,664"
"ZCTA5 02659",""
"    ZCTA5 02659","1,100"
"ZCTA5 02660",""
"    ZCTA5 02660","6,662"
"ZCTA5 02663",""
"    ZCTA5 02663","257"
"ZCTA5 02664",""
"    ZCTA5 02664","9,935"
"ZCTA5 02666",""
"    ZCTA5 02666","1,052"
"ZCTA5 02667",""
"    ZCTA5 02667","3,309"
"ZCTA5 02668",""
"    ZCTA5 02668","3,222"
"ZCTA5 02670",""
"    ZCTA5 02670","1,463"
"ZCTA5 02671",""
"    ZCTA5 02671","1,216"
"ZCTA5 02672",""
"    ZCTA5 02672","297"
"ZCTA5 02673",""
"    ZCTA5 02673","8,892"
"ZCTA5 02675",""
"    ZCTA5 02675","6,712"
"ZCTA5 02702",""
"    ZCTA5 02702","4,267"
"ZCTA5 02703",""
"    ZCTA5 02703","46,389"
"ZCTA5 02713",""
"    ZCTA5 02713","39"
"ZCTA5 02715",""
"    ZCTA5 02715","4,036"
"ZCTA5 02717",""
"    ZCTA5 02717","4,951"
"ZCTA5 02718",""
"    ZCTA5 02718","6,882"
"ZCTA5 02719",""
"    ZCTA5 02719","15,924"
"ZCTA5 02720",""
"    ZCTA5 02720","31,209"
"ZCTA5 02721",""
"    ZCTA5 02721","28,075"
"ZCTA5 02723",""
"    ZCTA5 02723","16,084"
"ZCTA5 02724",""
"    ZCTA5 02724","18,050"
"ZCTA5 02725",""
"    ZCTA5 02725","2,632"
"ZCTA5 02726",""
"    ZCTA5 02726","15,671"
"ZCTA5 02738",""
"    ZCTA5 02738","5,347"
"ZCTA5 02739",""
"    ZCTA5 02739","6,508"
"ZCTA5 02740",""
"    ZCTA5 02740","45,166"
"ZCTA5 02743",""
"    ZCTA5 02743","10,434"
"ZCTA5 02744",""
"    ZCTA5 02744","13,055"
"ZCTA5 02745",""
"    ZCTA5 02745","25,336"
"ZCTA5 02746",""
"    ZCTA5 02746","17,355"
"ZCTA5 02747",""
"    ZCTA5 02747","22,326"
"ZCTA5 02748",""
"    ZCTA5 02748","11,888"
"ZCTA5 02760",""
"    ZCTA5 02760","28,716"
"ZCTA5 02762",""
"    ZCTA5 02762","9,945"
"ZCTA5 02763",""
"    ZCTA5 02763","2,118"
"ZCTA5 02764",""
"    ZCTA5 02764","4,081"
"ZCTA5 02766",""
"    ZCTA5 02766","19,202"
"ZCTA5 02767",""
"    ZCTA5 02767","15,376"
"ZCTA5 02769",""
"    ZCTA5 02769","12,521"
"ZCTA5 02770",""
"    ZCTA5 02770","5,560"
"ZCTA5 02771",""
"    ZCTA5 02771","15,512"
"ZCTA5 02777",""
"    ZCTA5 02777","17,133"
"ZCTA5 02779",""
"    ZCTA5 02779","6,764"
"ZCTA5 02780",""
"    ZCTA5 02780","52,299"
"ZCTA5 02790",""
"    ZCTA5 02790","16,458"
"ZCTA5 02791",""
"    ZCTA5 02791","312"
"ZCTA5 02802",""
"    ZCTA5 02802","814"
"ZCTA5 02804",""
"    ZCTA5 02804","2,782"
"ZCTA5 02806",""
"    ZCTA5 02806","17,153"
"ZCTA5 02807",""
"    ZCTA5 02807","1,410"
"ZCTA5 02808",""
"    ZCTA5 02808","2,332"
"ZCTA5 02809",""
"    ZCTA5 02809","22,493"
"ZCTA5 02812",""
"    ZCTA5 02812","1,220"
"ZCTA5 02813",""
"    ZCTA5 02813","8,021"
"ZCTA5 02814",""
"    ZCTA5 02814","7,549"
"ZCTA5 02815",""
"    ZCTA5 02815","247"
"ZCTA5 02816",""
"    ZCTA5 02816","33,206"
"ZCTA5 02817",""
"    ZCTA5 02817","6,528"
"ZCTA5 02818",""
"    ZCTA5 02818","19,907"
"ZCTA5 02822",""
"    ZCTA5 02822","5,960"
"ZCTA5 02823",""
"    ZCTA5 02823","151"
"ZCTA5 02824",""
"    ZCTA5 02824","404"
"ZCTA5 02825",""
"    ZCTA5 02825","5,265"
"ZCTA5 02826",""
"    ZCTA5 02826","822"
"ZCTA5 02827",""
"    ZCTA5 02827","2,224"
"ZCTA5 02828",""
"    ZCTA5 02828","7,469"
"ZCTA5 02829",""
"    ZCTA5 02829","122"
"ZCTA5 02830",""
"    ZCTA5 02830","6,474"
"ZCTA5 02831",""
"    ZCTA5 02831","3,860"
"ZCTA5 02832",""
"    ZCTA5 02832","4,887"
"ZCTA5 02833",""
"    ZCTA5 02833","469"
"ZCTA5 02835",""
"    ZCTA5 02835","5,559"
"ZCTA5 02836",""
"    ZCTA5 02836","158"
"ZCTA5 02837",""
"    ZCTA5 02837","3,616"
"ZCTA5 02838",""
"    ZCTA5 02838","3,801"
"ZCTA5 02839",""
"    ZCTA5 02839","1,870"
"ZCTA5 02840",""
"    ZCTA5 02840","23,902"
"ZCTA5 02841",""
"    ZCTA5 02841","1,220"
"ZCTA5 02842",""
"    ZCTA5 02842","17,115"
"ZCTA5 02852",""
"    ZCTA5 02852","23,579"
"ZCTA5 02857",""
"    ZCTA5 02857","8,339"
"ZCTA5 02858",""
"    ZCTA5 02858","580"
"ZCTA5 02859",""
"    ZCTA5 02859","6,701"
"ZCTA5 02860",""
"    ZCTA5 02860","47,894"
"ZCTA5 02861",""
"    ZCTA5 02861","27,833"
"ZCTA5 02863",""
"    ZCTA5 02863","22,596"
"ZCTA5 02864",""
"    ZCTA5 02864","36,376"
"ZCTA5 02865",""
"    ZCTA5 02865","17,902"
"ZCTA5 02871",""
"    ZCTA5 02871","17,640"
"ZCTA5 02872",""
"    ZCTA5 02872","231"
"ZCTA5 02873",""
"    ZCTA5 02873","266"
"ZCTA5 02874",""
"    ZCTA5 02874","6,137"
"ZCTA5 02875",""
"    ZCTA5 02875","350"
"ZCTA5 02876",""
"    ZCTA5 02876","753"
"ZCTA5 02878",""
"    ZCTA5 02878","16,359"
"ZCTA5 02879",""
"    ZCTA5 02879","20,982"
"ZCTA5 02881",""
"    ZCTA5 02881","8,443"
"ZCTA5 02882",""
"    ZCTA5 02882","12,919"
"ZCTA5 02885",""
"    ZCTA5 02885","11,147"
"ZCTA5 02886",""
"    ZCTA5 02886","29,373"
"ZCTA5 02888",""
"    ZCTA5 02888","19,578"
"ZCTA5 02889",""
"    ZCTA5 02889","28,277"
"ZCTA5 02891",""
"    ZCTA5 02891","21,803"
"ZCTA5 02892",""
"    ZCTA5 02892","5,420"
"ZCTA5 02893",""
"    ZCTA5 02893","31,030"
"ZCTA5 02894",""
"    ZCTA5 02894","814"
"ZCTA5 02895",""
"    ZCTA5 02895","43,269"
"ZCTA5 02896",""
"    ZCTA5 02896","11,154"
"ZCTA5 02898",""
"    ZCTA5 02898","1,887"
"ZCTA5 02903",""
"    ZCTA5 02903","13,264"
"ZCTA5 02904",""
"    ZCTA5 02904","31,542"
"ZCTA5 02905",""
"    ZCTA5 02905","26,334"
"ZCTA5 02906",""
"    ZCTA5 02906","25,559"
"ZCTA5 02907",""
"    ZCTA5 02907","29,827"
"ZCTA5 02908",""
"    ZCTA5 02908","38,507"
"ZCTA5 02909",""
"    ZCTA5 02909","46,119"
"ZCTA5 02910",""
"    ZCTA5 02910","21,907"
"ZCTA5 02911",""
"    ZCTA5 02911","16,384"
"ZCTA5 02912",""
"    ZCTA5 02912","4,739"
"ZCTA5 02914",""
"    ZCTA5 02914","22,140"
"ZCTA5 02915",""
"    ZCTA5 02915","16,603"
"ZCTA5 02916",""
"    ZCTA5 02916","8,350"
"ZCTA5 02917",""
"    ZCTA5 02917","14,738"
"ZCTA5 02918",""
"    ZCTA5 02918","3,125"
"ZCTA5 02919",""
"    ZCTA5 02919","29,473"
"ZCTA5 02920",""
"    ZCTA5 02920","37,791"
"ZCTA5 02921",""
"    ZCTA5 02921","12,406"
"ZCTA5 03031",""
"    ZCTA5 03031","11,763"
"ZCTA5 03032",""
"    ZCTA5 03032","5,930"
"ZCTA5 03033",""
"    ZCTA5 03033","5,639"
"ZCTA5 03034",""
"    ZCTA5 03034","4,066"
"ZCTA5 03036",""
"    ZCTA5 03036","5,251"
"ZCTA5 03037",""
"    ZCTA5 03037","4,802"
"ZCTA5 03038",""
"    ZCTA5 03038","34,482"
"ZCTA5 03042",""
"    ZCTA5 03042","7,146"
"ZCTA5 03043",""
"    ZCTA5 03043","1,610"
"ZCTA5 03044",""
"    ZCTA5 03044","4,739"
"ZCTA5 03045",""
"    ZCTA5 03045","14,107"
"ZCTA5 03046",""
"    ZCTA5 03046","3,005"
"ZCTA5 03047",""
"    ZCTA5 03047","1,727"
"ZCTA5 03048",""
"    ZCTA5 03048","3,353"
"ZCTA5 03049",""
"    ZCTA5 03049","8,342"
"ZCTA5 03051",""
"    ZCTA5 03051","25,394"
"ZCTA5 03052",""
"    ZCTA5 03052","8,478"
"ZCTA5 03053",""
"    ZCTA5 03053","25,646"
"ZCTA5 03054",""
"    ZCTA5 03054","26,622"
"ZCTA5 03055",""
"    ZCTA5 03055","16,120"
"ZCTA5 03057",""
"    ZCTA5 03057","2,612"
"ZCTA5 03060",""
"    ZCTA5 03060","31,251"
"ZCTA5 03062",""
"    ZCTA5 03062","28,966"
"ZCTA5 03063",""
"    ZCTA5 03063","16,036"
"ZCTA5 03064",""
"    ZCTA5 03064","15,069"
"ZCTA5 03070",""
"    ZCTA5 03070","6,134"
"ZCTA5 03071",""
"    ZCTA5 03071","5,198"
"ZCTA5 03076",""
"    ZCTA5 03076","14,222"
"ZCTA5 03077",""
"    ZCTA5 03077","10,684"
"ZCTA5 03079",""
"    ZCTA5 03079","30,095"
"ZCTA5 03082",""
"    ZCTA5 03082","1,621"
"ZCTA5 03084",""
"    ZCTA5 03084","1,382"
"ZCTA5 03086",""
"    ZCTA5 03086","3,982"
"ZCTA5 03087",""
"    ZCTA5 03087","15,817"
"ZCTA5 03101",""
"    ZCTA5 03101","3,885"
"ZCTA5 03102",""
"    ZCTA5 03102","33,396"
"ZCTA5 03103",""
"    ZCTA5 03103","38,039"
"ZCTA5 03104",""
"    ZCTA5 03104","34,324"
"ZCTA5 03106",""
"    ZCTA5 03106","14,799"
"ZCTA5 03109",""
"    ZCTA5 03109","10,580"
"ZCTA5 03110",""
"    ZCTA5 03110","23,322"
"ZCTA5 03215",""
"    ZCTA5 03215","510"
"ZCTA5 03216",""
"    ZCTA5 03216","2,327"
"ZCTA5 03217",""
"    ZCTA5 03217","1,938"
"ZCTA5 03218",""
"    ZCTA5 03218","1,116"
"ZCTA5 03220",""
"    ZCTA5 03220","7,368"
"ZCTA5 03221",""
"    ZCTA5 03221","2,307"
"ZCTA5 03222",""
"    ZCTA5 03222","5,743"
"ZCTA5 03223",""
"    ZCTA5 03223","3,410"
"ZCTA5 03224",""
"    ZCTA5 03224","2,368"
"ZCTA5 03225",""
"    ZCTA5 03225","3,799"
"ZCTA5 03226",""
"    ZCTA5 03226","1,145"
"ZCTA5 03227",""
"    ZCTA5 03227","1,113"
"ZCTA5 03229",""
"    ZCTA5 03229","5,919"
"ZCTA5 03230",""
"    ZCTA5 03230","1,256"
"ZCTA5 03231",""
"    ZCTA5 03231","85"
"ZCTA5 03233",""
"    ZCTA5 03233","115"
"ZCTA5 03234",""
"    ZCTA5 03234","4,817"
"ZCTA5 03235",""
"    ZCTA5 03235","8,856"
"ZCTA5 03237",""
"    ZCTA5 03237","2,478"
"ZCTA5 03238",""
"    ZCTA5 03238","44"
"ZCTA5 03240",""
"    ZCTA5 03240","1,385"
"ZCTA5 03241",""
"    ZCTA5 03241","953"
"ZCTA5 03242",""
"    ZCTA5 03242","6,185"
"ZCTA5 03243",""
"    ZCTA5 03243","1,076"
"ZCTA5 03244",""
"    ZCTA5 03244","8,001"
"ZCTA5 03245",""
"    ZCTA5 03245","2,017"
"ZCTA5 03246",""
"    ZCTA5 03246","16,905"
"ZCTA5 03249",""
"    ZCTA5 03249","7,698"
"ZCTA5 03251",""
"    ZCTA5 03251","1,631"
"ZCTA5 03253",""
"    ZCTA5 03253","6,558"
"ZCTA5 03254",""
"    ZCTA5 03254","4,910"
"ZCTA5 03255",""
"    ZCTA5 03255","2,158"
"ZCTA5 03256",""
"    ZCTA5 03256","2,373"
"ZCTA5 03257",""
"    ZCTA5 03257","4,513"
"ZCTA5 03258",""
"    ZCTA5 03258","2,625"
"ZCTA5 03259",""
"    ZCTA5 03259","236"
"ZCTA5 03260",""
"    ZCTA5 03260","798"
"ZCTA5 03261",""
"    ZCTA5 03261","4,685"
"ZCTA5 03262",""
"    ZCTA5 03262","1,362"
"ZCTA5 03263",""
"    ZCTA5 03263","4,094"
"ZCTA5 03264",""
"    ZCTA5 03264","7,054"
"ZCTA5 03266",""
"    ZCTA5 03266","2,098"
"ZCTA5 03268",""
"    ZCTA5 03268","1,236"
"ZCTA5 03269",""
"    ZCTA5 03269","3,026"
"ZCTA5 03273",""
"    ZCTA5 03273","259"
"ZCTA5 03275",""
"    ZCTA5 03275","11,946"
"ZCTA5 03276",""
"    ZCTA5 03276","8,766"
"ZCTA5 03278",""
"    ZCTA5 03278","3,126"
"ZCTA5 03279",""
"    ZCTA5 03279","781"
"ZCTA5 03280",""
"    ZCTA5 03280","1,195"
"ZCTA5 03281",""
"    ZCTA5 03281","9,092"
"ZCTA5 03282",""
"    ZCTA5 03282","845"
"ZCTA5 03284",""
"    ZCTA5 03284","902"
"ZCTA5 03285",""
"    ZCTA5 03285","2,708"
"ZCTA5 03287",""
"    ZCTA5 03287","1,407"
"ZCTA5 03290",""
"    ZCTA5 03290","5,129"
"ZCTA5 03291",""
"    ZCTA5 03291","73"
"ZCTA5 03293",""
"    ZCTA5 03293","72"
"ZCTA5 03301",""
"    ZCTA5 03301","33,352"
"ZCTA5 03303",""
"    ZCTA5 03303","16,516"
"ZCTA5 03304",""
"    ZCTA5 03304","8,229"
"ZCTA5 03307",""
"    ZCTA5 03307","5,600"
"ZCTA5 03431",""
"    ZCTA5 03431","24,978"
"ZCTA5 03440",""
"    ZCTA5 03440","2,726"
"ZCTA5 03441",""
"    ZCTA5 03441","354"
"ZCTA5 03442",""
"    ZCTA5 03442","1,501"
"ZCTA5 03443",""
"    ZCTA5 03443","616"
"ZCTA5 03444",""
"    ZCTA5 03444","1,508"
"ZCTA5 03445",""
"    ZCTA5 03445","666"
"ZCTA5 03446",""
"    ZCTA5 03446","6,351"
"ZCTA5 03447",""
"    ZCTA5 03447","2,351"
"ZCTA5 03448",""
"    ZCTA5 03448","752"
"ZCTA5 03449",""
"    ZCTA5 03449","1,763"
"ZCTA5 03450",""
"    ZCTA5 03450","975"
"ZCTA5 03451",""
"    ZCTA5 03451","3,948"
"ZCTA5 03452",""
"    ZCTA5 03452","5,320"
"ZCTA5 03455",""
"    ZCTA5 03455","2,132"
"ZCTA5 03456",""
"    ZCTA5 03456","749"
"ZCTA5 03457",""
"    ZCTA5 03457","803"
"ZCTA5 03458",""
"    ZCTA5 03458","6,794"
"ZCTA5 03461",""
"    ZCTA5 03461","6,476"
"ZCTA5 03462",""
"    ZCTA5 03462","1,710"
"ZCTA5 03464",""
"    ZCTA5 03464","1,194"
"ZCTA5 03465",""
"    ZCTA5 03465","2,130"
"ZCTA5 03466",""
"    ZCTA5 03466","1,226"
"ZCTA5 03467",""
"    ZCTA5 03467","1,706"
"ZCTA5 03470",""
"    ZCTA5 03470","4,993"
"ZCTA5 03561",""
"    ZCTA5 03561","6,005"
"ZCTA5 03570",""
"    ZCTA5 03570","9,429"
"ZCTA5 03574",""
"    ZCTA5 03574","2,514"
"ZCTA5 03575",""
"    ZCTA5 03575","107"
"ZCTA5 03576",""
"    ZCTA5 03576","2,939"
"ZCTA5 03579",""
"    ZCTA5 03579","458"
"ZCTA5 03580",""
"    ZCTA5 03580","1,344"
"ZCTA5 03581",""
"    ZCTA5 03581","3,053"
"ZCTA5 03582",""
"    ZCTA5 03582","2,337"
"ZCTA5 03583",""
"    ZCTA5 03583","1,038"
"ZCTA5 03584",""
"    ZCTA5 03584","3,490"
"ZCTA5 03585",""
"    ZCTA5 03585","2,626"
"ZCTA5 03586",""
"    ZCTA5 03586","654"
"ZCTA5 03588",""
"    ZCTA5 03588","1,664"
"ZCTA5 03590",""
"    ZCTA5 03590","910"
"ZCTA5 03592",""
"    ZCTA5 03592","1,094"
"ZCTA5 03593",""
"    ZCTA5 03593","329"
"ZCTA5 03595",""
"    ZCTA5 03595","713"
"ZCTA5 03597",""
"    ZCTA5 03597","374"
"ZCTA5 03598",""
"    ZCTA5 03598","3,393"
"ZCTA5 03601",""
"    ZCTA5 03601","376"
"ZCTA5 03602",""
"    ZCTA5 03602","2,599"
"ZCTA5 03603",""
"    ZCTA5 03603","5,127"
"ZCTA5 03604",""
"    ZCTA5 03604","15"
"ZCTA5 03605",""
"    ZCTA5 03605","1,104"
"ZCTA5 03607",""
"    ZCTA5 03607","314"
"ZCTA5 03608",""
"    ZCTA5 03608","2,811"
"ZCTA5 03609",""
"    ZCTA5 03609","807"
"ZCTA5 03740",""
"    ZCTA5 03740","1,071"
"ZCTA5 03741",""
"    ZCTA5 03741","4,071"
"ZCTA5 03743",""
"    ZCTA5 03743","13,540"
"ZCTA5 03745",""
"    ZCTA5 03745","1,616"
"ZCTA5 03748",""
"    ZCTA5 03748","4,626"
"ZCTA5 03750",""
"    ZCTA5 03750","938"
"ZCTA5 03751",""
"    ZCTA5 03751","399"
